Smiles,MeanValue
C(CN)CN(CCCN)CCCN,0.29
C(CN)CNCCC(C(=O)O)N,10.34
C(CN)CNCCCN,0.53
C(CN)N,7560.0
C(CNC(=O)N)C(=O)O,0.6
C(CO)C(=O)[O-],5.7
C(CO)C(C(=O)O)N,8.672222222222224
C(CO)C(CO)O,5.95
C(CO)C=O,59.4
C(CO)CBr,3.0
C(CO)CO,9.98
C(CO)O,1.9583333349999998
C(COC(=O)CCC(=O)O)C(C(=O)O)N,34.58826315789474
C(CON=C(N)N)C(C(=O)O)N,0.1
C(COP(=O)(O)O)C(C(=O)O)N,1372.4433333333334
C(COP(=O)(O)O)N,0.8876666666666666
C(CP(=O)(O)O)C(C(=O)O)O,153.0
C(CP(=O)(O)O)O,0.18
C(CS(=O)(=O)O)N,5.437333333333333
C(CS)C(C(=O)O)N,152.22077941666666
C(CS)N,0.063
C(CS)O,83.46333333333332
C(CSCC(C(=O)O)N)C(C(=O)O)N,10.848146666666667
C(CSCC1C(C(C(O1)O)O)O)C(C(=O)O)N,0.25
C(CSP(=O)(O)O)N,0.022
C(CSSCCN)N,14.0
C(C[N+](=O)[O-])C(=O)O,4.4
C(C[NH+]=C(N)N)C(=O)[O-],77.4
C(C[NH3+])C(C(=O)[O-])O,0.3
C(C[NH3+])CN(CCC[NH3+])CCC[NH3+],0.29
C(Cl)Cl,1.78
C(Cl)I,1.03
C(I)I,1.31
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,4774.647666666667
C1(=C(C(=O)C(=C(C1=O)Br)Br)Br)Br,280.0
C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,750.0
C1(=C(C(=O)C(=C(C1=O)F)F)F)F,258.5366666666667
C1(=C(NC(=O)NC1=O)N)N,0.21
C1(=NC(=O)NC(=O)N1)N,131.19230769230768
C1(=O)NC(=O)NC(=O)N1,15.5
C1(C(=O)NC(=O)N1)NC(=O)N,674.5
C1(C(C(C(C(C1O)O)O)O)O)O,27.691666666625
C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O,61.025
C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)O,10.5
C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,41.2
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O,0.4581
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,0.3295
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O,0.49879999999999997
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,9332.119025714286
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,0.09002
C1(C(C(OC(C1O)O)C(=O)O)O)O,29.47533333333333
C1(C(C(OC(C1O)O)C(=O)[O-])O)O,275.0
C1(C(C(OC(C1O)OC2C(C(C(OC2C(=O)O)OC3C(C(C(OC3C(=O)O)O)O)O)O)O)C(=O)O)O)O,104.0
C1(C(C(OC(C1O)OP(=O)(O)O)C(=O)O)O)O,67.0
C1(NC(=O)NC(=O)N1)C(=O)O,39.0
C12=C(NC(=O)N1)NC(=O)NC2=O,12.06
C12=NC(=O)NC1(C(=O)NC(=O)N2)O,24.0
C1=C(C(=C(C(=C1Cl)Cl)N)Cl)Cl,35.95
C1=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl,30.56
C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O,554.0
C1=C(C(=CC(=C1Cl)Cl)O)O,0.18
C1=C(C(=CC(=C1O)O)F)CC(C(=O)O)N,8.2
C1=C(C(=NC(=O)N1C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N)O,35.1
C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O,0.38
C1=C(C2=C(N1)N=C(NC2=O)N)C#N,0.017750000000000002
C1=C(C2=NON=C2C(=C1)Cl)[N+](=O)[O-],15.0
C1=C(C=C(C(=C1C(=O)O)[O-])Br)O,12.05
C1=C(C=C(C(=C1Cl)Cl)Cl)O,0.01
C1=C(C=C(C(=C1Cl)O)Cl)Cl,11.28
C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N,0.62
C1=C(C=C(C(=C1O)O)F)CC(C(=O)O)N.Br,3.47
C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,551.4
C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,0.128
C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-],0.6991666665
C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O,0.118
C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])C(=O)O,0.25
C1=C(C=C(C2=C1C(=O)C(=O)C=C2O)O)O,0.028
C1=C(C=C(C2=C1C(=O)C3=CC4=C(C(C(O4)O)CCO)C(=C3C2=O)O)O)O,2.5
C1=C(C=C(C=C1Cl)Cl)C=O,2.8
C1=C(C=C(C=C1Cl)Cl)O,0.01
C1=C(N(C(=O)NC1=O)C2C(C(C(O2)CO)O)O)C(=O)O,11.012
C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O,6.321197558823529
C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N,40.0
C1=C(N=C(S1)N)C(=NOCC(=O)O)C(=O)NC2C(N(C2=O)S(=O)(=O)O)COC(=O)N,0.2
C1=C(N=C2C(=O)NC(=NC2=N1)N)C(C(CO)O)O,19.0
C1=C(N=C2C(=O)NC(=NC2=N1)N)C=O,64.0
C1=C(N=C2C(=O)NC(=NC2=N1)N)CO,28.0
C1=C(NC(=C1)C(=O)O)CN,2.5e-05
C1=C(NC(=O)N=C1)N,105.6875
C1=C(NC(=O)NC1=O)C(=O)[O-],9.986666666666666
C1=C(NC(=S)N=C1)N,22.3
C1=C(NC=C1CN)C(=O)O,5.6e-05
C1=C(NC=N1)CC(C(=O)O)N,52.46016666850001
C1=C(NC=N1)CC(C(=O)O)NC(=O)CCCN,18.04
C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN,27.603766666600002
C1=C(NC=N1)CC(CO)N,25.85
C1=C(NC=N1)CC(COP(=O)(O)O)N,44.01916666675
C1=C(NC=N1)CCN,215693.00164200002
C1=C(OC(=C1)C(=O)O)CN,0.00056
C1=C(OC(=C1)C(=O)[O-])C=O,0.19833333333333336
C1=C(OC(=C1)C=O)CO,6.415
C1=C(OC=C1CN)C(=O)O,3.83e-05
C1=C(SC(=C1)C(=O)O)CN,0.00016
C1=C(SC=C1CN)C(=O)O,8.6e-05
C1=CC(=C(C(=C1)Cl)C=O)Cl,24.7
C1=CC(=C(C(=C1)Cl)O)Cl,0.046
C1=CC(=C(C(=C1)Cl)O)O,0.18
C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,1.2432933334
C1=CC(=C(C(=C1)O)N)C(=O)O,6.25965
C1=CC(=C(C(=C1)O)O)C(=O)O,0.28
C1=CC(=C(C(=C1)O)O)C=O,0.605
C1=CC(=C(C(=C1)O)O)CCC(=O)[O-],15.3875
C1=CC(=C(C(=C1)O)O)O,5.205
C1=CC(=C(C=C1C(=O)O)O)O,1.04
C1=CC(=C(C=C1C(CN)O)O)O,21.76729
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,13.253142857142857
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,41.5988
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O,0.3
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O,0.2916666666666667
C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,0.078
C1=CC(=C(C=C1C2=C(C=C3C(=CC(=O)C=C3OC4C(C(C(C(O4)CO)O)O)O)O2)OC5C(C(C(C(O5)CO)O)O)O)O)O,0.0395
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,1.3999999999999997
C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O,0.4363333333333333
C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O,0.8741666666666666
C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O,0.00515
C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)COC(=O)CC(=O)O)O)O)O)O)O)O)O,35.0
C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,0.029666666666666664
C1=CC(=C(C=C1C=CC(=O)O)O)O,0.63325
C1=CC(=C(C=C1C=CC=O)O)O,4.425
C1=CC(=C(C=C1C=CCO)O)O,1.52
C1=CC(=C(C=C1C=O)Cl)Cl,15.7
C1=CC(=C(C=C1C=O)N)O,14.0
C1=CC(=C(C=C1C=O)O)O,0.8
C1=CC(=C(C=C1CC(=O)O)O)O,107.835
C1=CC(=C(C=C1CC(C(=O)O)N)F)O,0.706
C1=CC(=C(C=C1CC(C(=O)O)N)I)O,0.16399999999999998
C1=CC(=C(C=C1CC(C(=O)O)N)O)O,29.10779375
C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,0.4
C1=CC(=C(C=C1CC=O)O)O,7.0
C1=CC(=C(C=C1CCN)O)O,52.76818181818182
C1=CC(=C(C=C1Cl)Cl)O,68.0
C1=CC(=C(C=C1Cl)O)O,15.366666666666667
C1=CC(=C(C=C1N)C(=O)O)[O-],0.044
C1=CC(=C(C=C1O)C(=O)O)O,48.40833335
C1=CC(=C(C=C1O)C=O)O,3.3
C1=CC(=C(C=C1O)CC(=O)O)O,64.3
C1=CC(=C(C=C1O)O)O,28.64
C1=CC(=C(C=C1S)C(=O)O)[N+](=O)[O-],8.0
C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,1.1
C1=CC(=C(C=C1[N+](=O)[O-])Cl)OP(=O)(O)O,3.09
C1=CC(=C(C=C1[N+](=O)[O-])O)O,0.8999999999999999
C1=CC(=C(C=C1[N+](=O)[O-])OS(=O)(=O)O)O,16.8
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C=O,0.667
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,101.72452380952382
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,6.252
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O,187.51975
C1=CC(=C2C(=C1)O2)CCCC3=C4C(=CC=C3)O4,6.82
C1=CC(=C2C(=O)C=CC(=O)C2=C1O)O,28.46666666666667
C1=CC(=CC(=C1)Br)C=O,15.6
C1=CC(=CC(=C1)Br)CO,2.0
C1=CC(=CC(=C1)C#N)C=O,19.6
C1=CC(=CC(=C1)C(=O)O)C(=O)CCC2C(C(C(O2)N3C=NC4=C3N=CNC4=O)O)O,1.02
C1=CC(=CC(=C1)C(=O)[O-])C(=O)CCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O,2.74675
C1=CC(=CC(=C1)C(F)(F)F)C(CN)O,0.00465
C1=CC(=CC(=C1)C(F)(F)F)CCN,40.0
C1=CC(=CC(=C1)C=O)C=O,21.4
C1=CC(=CC(=C1)Cl)C(=O)[O-],3.25
C1=CC(=CC(=C1)Cl)C=O,28.755555556666668
C1=CC(=CC(=C1)Cl)CO,22.0
C1=CC(=CC(=C1)F)C(=O)[O-],19.915
C1=CC(=CC(=C1)F)C=CC(=O)O,0.08
C1=CC(=CC(=C1)F)C=O,19.3
C1=CC(=CC(=C1)F)CC(C(=O)O)N,1.1
C1=CC(=CC(=C1)F)CO,6.0
C1=CC(=CC(=C1)N)C(=O)[O-],1.8
C1=CC(=CC(=C1)O)C=CC(=O)O,3.86666667
C1=CC(=CC(=C1)O)C=O,2.3
C1=CC(=CC(=C1)O)CC(C(=O)O)N,0.44634
C1=CC(=CC(=C1)O)CCN,6.0
C1=CC(=CC(=C1)O)CNC2=NC=NC3=C2NC=N3,0.08
C1=CC(=CC(=C1)S(=O)(=O)CCOS(=O)(=O)[O-])N=NC2=C(C3=C(C=C2)C(=CC=C3)S(=O)(=O)[O-])O.[Na+].[Na+],3.65
C1=CC(=CC(=C1)[N+](=O)[O-])C=O,172.55286111166666
C1=CC(=CC(=C1)[N+](=O)[O-])N=C(N)N,0.0015
C1=CC(=CC(=C1)[O-])C(=O)O,3.15
C1=CC(=CC=C1C(=CC=CC(=O)C(=O)O)O)Cl,3.13
C1=CC(=CC=C1C(=O)C=O)Br,1.66666667
C1=CC(=CC=C1C(=O)C=O)Cl,0.75
C1=CC(=CC=C1C(=O)N)N,0.8
C1=CC(=CC=C1C(=O)N)O,2.0
C1=CC(=CC=C1C(=O)N)[N+](=O)[O-],1.65
C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)N(CC2=CC3=C(C=C2)N=C(NC3=O)N)C=O,0.102
C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,0.695
C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,1.6566
C1=CC(=CC=C1C(=O)NC(CCC(=O)[O-])C(=O)[O-])N,14.75
C1=CC(=CC=C1C(=O)O)[O-],15.136888888888889
C1=CC(=CC=C1C(=O)OC2=CC=C(C=C2)[N+](=O)[O-])N=C(N)N,15.5009
C1=CC(=CC=C1C(=O)OC2C(C(C(C(O2)CO)O)O)O)O,0.036
C1=CC(=CC=C1C(=O)[O-])Br,25.6
C1=CC(=CC=C1C(=O)[O-])Cl,6.749857142857143
C1=CC(=CC=C1C(=O)[O-])F,22.0
C1=CC(=CC=C1C(=O)[O-])I,14.0
C1=CC(=CC=C1C(=O)[O-])N,0.3133333333333333
C1=CC(=CC=C1C(C#N)OC2C(C(C(C(O2)CO)O)O)O)O,38.88
C1=CC(=CC=C1C(C(=O)O)O)O,146.0
C1=CC(=CC=C1C(C=O)O)O,0.47
C1=CC(=CC=C1C(C[NH3+])O)O,7.5
C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,5.8
C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,59.9
C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)COC(=O)C=CC6=CC(=C(C=C6)O)O)O)O)O)O,7.8
C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)COC(=O)CC(=O)O)O)O)O)OC5C(C(C(C(O5)COC(=O)C=CC6=CC(=C(C=C6)O)O)O)O)O)O,0.76
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,9.3
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,1.53
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,5.89
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,121.415
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,1.34874
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O,250.765
C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O,7.3
C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,12.7
C1=CC(=CC=C1C2C(C(C3=C(O2)C=C(C=C3)O)O)O)O,12.3
C1=CC(=CC=C1C2C(OC3=C(C2=O)C=CC(=C3)O)O)O,2.71
C1=CC(=CC=C1C2C(OC3=CC(=CC(=C3C2=O)O)O)O)O,9.145000000000001
C1=CC(=CC=C1C=C(C(=O)O)O)O,4.1
C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,16.593472222833334
C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2O)O)O)O,61.823333285714284
C1=CC(=CC=C1C=CC(=O)O)C(F)(F)F,3.14
C1=CC(=CC=C1C=CC(=O)O)F,0.09
C1=CC(=CC=C1C=CC(=O)O)O,4.375
C1=CC(=CC=C1C=CC(=O)O)[N+](=O)[O-],3.81
C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C([O+]=C4C=C(C=C(C4=C3)OC5C(C(C(C(O5)CO)O)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O,2.486111111111111
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,0.42750000000000005
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O,0.048
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O,0.062
C1=CC(=CC=C1C=CC=O)O,14.52
C1=CC(=CC=C1C=CC=O)[N+](=O)[O-],0.45
C1=CC(=CC=C1C=O)Br,12.74
C1=CC(=CC=C1C=O)C#N,16.91666665
C1=CC(=CC=C1C=O)C(=O)O,9.24583333325
C1=CC(=CC=C1C=O)C=O,9.75
C1=CC(=CC=C1C=O)Cl,20.19861111166667
C1=CC(=CC=C1C=O)F,18.7
C1=CC(=CC=C1C=O)O,2.921222222333333
C1=CC(=CC=C1C=O)[N+](=O)[O-],10.469163492761904
C1=CC(=CC=C1CC#N)O,0.57
C1=CC(=CC=C1CC(=O)C(=O)O)O,27.00686419751852
C1=CC(=CC=C1CC(=O)C(=O)[O-])O,520.158
C1=CC(=CC=C1CC(=O)N)O,47.0
C1=CC(=CC=C1CC(=O)O)O,389.0
C1=CC(=CC=C1CC(=O)O)[N+](=O)[O-],157.0
C1=CC(=CC=C1CC(C(=O)O)N)C(F)(F)F,0.82
C1=CC(=CC=C1CC(C(=O)O)N)F,1.06
C1=CC(=CC=C1CC(C(=O)O)N)O,246.10874028566667
C1=CC(=CC=C1CC(C(=O)O)N)OP(=O)(O)O,14.6
C1=CC(=CC=C1CC(C(=O)O)N)[N+](=O)[O-],1.08
C1=CC(=CC=C1CC(C(=O)O)NC(=O)CN)O,0.015
C1=CC(=CC=C1CC(C(=O)[O-])O)O,36.1
C1=CC(=CC=C1CC(CO)N)O,642.0
C1=CC(=CC=C1CC=NO)O,0.35
C1=CC(=CC=C1CC=O)O,2.896666666666667
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,5.018
C1=CC(=CC=C1CCC(=O)O)O,183.35
C1=CC(=CC=C1CCN)O,36.38
C1=CC(=CC=C1CN)Br,0.67
C1=CC(=CC=C1CN)C(=O)O,0.088
C1=CC(=CC=C1CN)C(F)(F)F,1.57
C1=CC(=CC=C1CN)Cl,0.58
C1=CC(=CC=C1CN)F,0.25
C1=CC(=CC=C1CN2C=CN=C2)O,9.5
C1=CC(=CC=C1CO)Br,3.5
C1=CC(=CC=C1CO)C(=O)O,0.32
C1=CC(=CC=C1CO)C=O,8.6
C1=CC(=CC=C1CO)Cl,51.0
C1=CC(=CC=C1CO)F,32.0
C1=CC(=CC=C1CO)O,80.0
C1=CC(=CC=C1N(CC(=O)O)C(=O)N)O,14.36
C1=CC(=CC=C1N)Br,0.0086
C1=CC(=CC=C1N)Cl,0.0069
C1=CC(=CC=C1N)I,0.0098
C1=CC(=CC=C1N)N,45.46
C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],7.336
C1=CC(=CC=C1N=O)O,19.0
C1=CC(=CC=C1NC(=O)C(CCCCN)N)[N+](=O)[O-],0.04
C1=CC(=CC=C1NC(=O)C(CCCN=C(N)N)N)[N+](=O)[O-],3.7800000000000002
C1=CC(=CC=C1NC(=O)CCC(C(=O)O)N)[N+](=O)[O-],0.013
C1=CC(=CC=C1NC(=O)CN)[N+](=O)[O-],1290.0
C1=CC(=CC=C1O)Cl,0.8
C1=CC(=CC=C1O)O,228.6
C1=CC(=CC=C1[N+](=O)[O-])O,0.335
C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)C(=O)O)O)O)O,1300.0
C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O,178.61259502347886
C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O,5000.0
C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O,0.007508333500000001
C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(O2)CO)O)O,83.352325
C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O,139.88562360655737
C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)OC2=CC=C(C=C2)[N+](=O)[O-],62.68908888866667
C1=CC(=CC=C1[N+](=O)[O-])OS(=O)(=O)O,202.88509219999997
C1=CC(=CC=C1[N+](=O)[O-])S,297.0
C1=CC(=CN=C1)C(=O)N,1.0210158823529412
C1=CC(=CN=C1)C(=O)[O-],2.125
C1=CC(=CN=C1)C=CC(=O)O,0.14
C1=CC(=CN=C1)C=O,11.602042588555555
C1=CC(=CN=C1)CC(C(=O)O)N,0.91
C1=CC(=CN=C1)CO,13.43766665
C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N,23.4
C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)[O-],1.8
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O,42.9
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)O,0.16
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,2050.7310009982034
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=C(NC5=O)N)O)O)O)O)C(=O)N,0.8
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CNC5=O)O)O)O)O)C(=O)N,10.0
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)[O-])O)O)C(=O)N,175.7111111111111
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,2409.880170667492
C1=CC(=C[N+](=C1)[O-])C(=O)O,168.0
C1=CC(=C[N+](=C1)[O-])CO,214.0
C1=CC(=C[N+](=C1)[O-])O,429.0
C1=CC(=O)C(=CC1=O)Cl,8.225
C1=CC(=O)C(=O)C=C1CCN,439.0
C1=CC(=O)C2=NC=CN=C2C1=O,0.34
C1=CC(=O)C=CC1=NC2=CC(=C(C(=C2)Cl)O)Cl,87.02941176470588
C1=CC(=O)C=CC1=O,289.1818181818182
C1=CC(=O)NC(=C1)O,3.9e-06
C1=CC(=O)NC=C1C(=O)O,4.2
C1=CC(=O)OC1=CC(=O)O,137.7
C1=CC(=O)OC1=CC(=O)[O-],9409.0
C1=CC(=O)OC1CC(=O)O,1.4
C1=CC(=S)N(C=C1)O,8.0
C1=CC(C(C(=C1)C(=O)CCC(=O)O)C(=O)O)O,6.736149999999999
C1=CC(C(C1NCC2=CNC3=C2C(=O)NC(=N3)N)O)O,0.008
C1=CC(C(C=C1)O)O,4.938333332857143
C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O,428.0073697916875
C1=CC(C=CC1O)(CC(C(=O)O)N)C(=O)O,6.25
C1=CC(OC1=O)(CC(=O)[O-])S(=O)(=O)[O-],45.0
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,1.05
C1=CC2=C(C(=CN2)CC(C(=O)O)N)N=C1,0.358
C1=CC2=C(C(=O)C=CC2=O)C(=C1)O,54.96
C1=CC2=C(C(=O)C=CC2=O)N=C1,2.23
C1=CC2=C(C3=C(C=CC=N3)C4C2O4)N=C1,53.0
C1=CC2=C(C=C1F)C(=CN2)CC(C(=O)O)N,0.9757999999999999
C1=CC2=C(C=C1F)NC=C2CC(C(=O)O)N,14.959999999999999
C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,3.0725000000000002
C1=CC2=C(C=C1O)C(=CN2)CCN,21.381363636363634
C1=CC2=C(C=C1O)OC(C(=O)N2O)OC3C(C(C(C(O3)CO)O)O)O,0.249
C1=CC2=C(C=C1S(=O)(=O)O)C(=O)C3=C(C2=O)C=C(C=C3)S(=O)(=O)O,2.3
C1=CC2=C(C=CN2)C(=C1)Cl,0.264166666625
C1=CC2=C(C=CN2)C=C1O,0.65
C1=CC2=C(NC=C2CC(C(=O)O)N)N=C1,0.252
C1=CC2=C3C(=C1)C(=O)C(=O)C3=CC=C2,0.583333333
C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C6C(O6)C(C5O)O)C=C2,0.05
C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C=CC(=C5O)O)C=C2,0.0225
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,56.6
